"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","comparison_type","original_feature","original_name"
"physiology_feature_1","time_ref_before","after",-0.0307348352440677,0.00737044586219911,0.000102831952530986,"time_ref_beforeafter",0.000205663905061972,70,70,"ref_before","physiology_feature_1","Albumin(ALB)"
"physiology_feature_1","time_ref_before","climb",-0.0142615017768276,0.00704100632439717,0.047298589769423,"time_ref_beforeclimb",0.047298589769423,70,70,"ref_before","physiology_feature_1","Albumin(ALB)"
"physiology_feature_1","time_ref_after","before",0.0307348352440627,0.00737044586219872,0.000102831952537103,"time_ref_afterbefore",0.000205663905074206,70,70,"ref_after","physiology_feature_1","Albumin(ALB)"
"physiology_feature_1","time_ref_after","climb",0.0164733334672396,0.00434722693261141,0.000356956623774337,"time_ref_afterclimb",0.000356956623774337,70,70,"ref_after","physiology_feature_1","Albumin(ALB)"
"physiology_feature_10","time_ref_before","climb",0.105471282362701,0.0211884828692602,6.11023701077046e-06,"time_ref_beforeclimb",1.22204740215409e-05,70,70,"ref_before","physiology_feature_10","Crea"
"physiology_feature_10","time_ref_before","after",0.0173983138072927,0.0220674237011754,0.433708375760216,"time_ref_beforeafter",0.433708375760216,70,70,"ref_before","physiology_feature_10","Crea"
"physiology_feature_10","time_ref_after","climb",0.0880729685791401,0.0130544944813078,8.02219470115991e-09,"time_ref_afterclimb",1.60443894023198e-08,70,70,"ref_after","physiology_feature_10","Crea"
"physiology_feature_10","time_ref_after","before",-0.0173983138214857,0.0220674237251539,0.433708375888411,"time_ref_afterbefore",0.433708375888411,70,70,"ref_after","physiology_feature_10","Crea"
"physiology_feature_11","time_ref_before","climb",0.153840215578259,0.0610333157196034,0.0143949735477047,"time_ref_beforeclimb",0.0287899470954094,70,69,"ref_before","physiology_feature_11","Direct Bilirubin(DBIL)"
"physiology_feature_11","time_ref_after","climb",0.155494303956481,0.0377127117859762,0.00011833772331121,"time_ref_afterclimb",0.00023667544662242,70,69,"ref_after","physiology_feature_11","Direct Bilirubin(DBIL)"
"physiology_feature_11","time_ref_after","before",0.00165408837838039,0.0640012949114852,0.979469839857663,"time_ref_afterbefore",0.979469839857663,70,69,"ref_after","physiology_feature_11","Direct Bilirubin(DBIL)"
"physiology_feature_11","time_ref_before","after",-0.00165408837826745,0.0640012949113826,0.979469839859012,"time_ref_beforeafter",0.979469839859012,70,69,"ref_before","physiology_feature_11","Direct Bilirubin(DBIL)"
"physiology_feature_12","time_ref_before","climb",0.00236649240724855,0.020060959413679,0.906483174260782,"time_ref_beforeclimb",0.906483174260782,70,70,"ref_before","physiology_feature_12","Globulin(GLB)"
"physiology_feature_12","time_ref_before","after",0.00912051074725024,0.0211583668167214,0.668015536086549,"time_ref_beforeafter",0.906483174260782,70,70,"ref_before","physiology_feature_12","Globulin(GLB)"
"physiology_feature_12","time_ref_after","climb",-0.00675401834000444,0.0124312154530154,0.588942987839175,"time_ref_afterclimb",0.668015536086681,70,70,"ref_after","physiology_feature_12","Globulin(GLB)"
"physiology_feature_12","time_ref_after","before",-0.00912051074724906,0.02115836681672,0.668015536086681,"time_ref_afterbefore",0.668015536086681,70,70,"ref_after","physiology_feature_12","Globulin(GLB)"
"physiology_feature_13","time_ref_before","climb",0.0525833444385251,0.05465927244861,0.346389570176915,"time_ref_beforeclimb",0.692779140353831,34,34,"ref_before","physiology_feature_13","Gran"
"physiology_feature_13","time_ref_after","climb",0.0685706518297063,0.041206528229266,0.110364118031037,"time_ref_afterclimb",0.220728236062074,34,34,"ref_after","physiology_feature_13","Gran"
"physiology_feature_13","time_ref_after","before",0.0159873073911311,0.0477704373819485,0.741076424026627,"time_ref_afterbefore",0.741076424026627,34,34,"ref_after","physiology_feature_13","Gran"
"physiology_feature_13","time_ref_before","after",-0.0159873073911739,0.0477704373819838,0.741076424025961,"time_ref_beforeafter",0.741076424025961,34,34,"ref_before","physiology_feature_13","Gran"
"physiology_feature_14","time_ref_after","climb",0.0524972798241276,0.0253404143917287,0.0499632322359567,"time_ref_afterclimb",0.0999264644719134,34,34,"ref_after","physiology_feature_14","Gran%"
"physiology_feature_14","time_ref_before","climb",0.0682178051791464,0.0334835055051333,0.053176837207485,"time_ref_beforeclimb",0.10635367441497,34,34,"ref_before","physiology_feature_14","Gran%"
"physiology_feature_14","time_ref_before","after",0.0157205253550183,0.0293935394937743,0.59802836377401,"time_ref_beforeafter",0.59802836377401,34,34,"ref_before","physiology_feature_14","Gran%"
"physiology_feature_14","time_ref_after","before",-0.0157205253550223,0.0293935394937724,0.598028363774532,"time_ref_afterbefore",0.598028363774532,34,34,"ref_after","physiology_feature_14","Gran%"
"physiology_feature_15","time_ref_before","climb",0.0177876819510247,0.00856474737965963,0.0429395278535081,"time_ref_beforeclimb",0.0858790557070161,63,63,"ref_before","physiology_feature_15","HCT"
"physiology_feature_15","time_ref_before","after",0.0111678027302664,0.0088285879311124,0.21173859281877,"time_ref_beforeafter",0.21173859281877,63,63,"ref_before","physiology_feature_15","HCT"
"physiology_feature_15","time_ref_after","climb",0.00661987922076116,0.00535275404690898,0.221941514342151,"time_ref_afterclimb",0.221941514342151,63,63,"ref_after","physiology_feature_15","HCT"
"physiology_feature_15","time_ref_after","before",-0.0111678027302577,0.0088285879311146,0.211738592818727,"time_ref_afterbefore",0.221941514342151,63,63,"ref_after","physiology_feature_15","HCT"
"physiology_feature_16","time_ref_after","climb",-0.0500873792795035,0.0152029524055754,0.00196326391167256,"time_ref_afterclimb",0.00392652782334511,56,51,"ref_after","physiology_feature_16","HDL-C"
"physiology_feature_16","time_ref_before","climb",-0.0752800361055684,0.0233281144629972,0.00236990404528016,"time_ref_beforeclimb",0.00473980809056032,56,51,"ref_before","physiology_feature_16","HDL-C"
"physiology_feature_16","time_ref_before","after",-0.0251926568260646,0.0239742164886618,0.299176938644669,"time_ref_beforeafter",0.299176938644669,56,51,"ref_before","physiology_feature_16","HDL-C"
"physiology_feature_16","time_ref_after","before",0.0251926568260644,0.0239742164886612,0.29917693864473,"time_ref_afterbefore",0.29917693864473,56,51,"ref_after","physiology_feature_16","HDL-C"
"physiology_feature_17","time_ref_before","climb",0.0440931650981263,0.00926829121484978,1.68439872374453e-05,"time_ref_beforeclimb",3.36879744748907e-05,63,63,"ref_before","physiology_feature_17","Hemoglobin(HGB)"
"physiology_feature_17","time_ref_before","after",0.00624884161604192,0.00955590917140996,0.516148788432317,"time_ref_beforeafter",0.516148788432317,63,63,"ref_before","physiology_feature_17","Hemoglobin(HGB)"
"physiology_feature_17","time_ref_after","climb",0.0378443234820817,0.00579303802641406,3.15573452021204e-08,"time_ref_afterclimb",6.31146904042407e-08,63,63,"ref_after","physiology_feature_17","Hemoglobin(HGB)"
"physiology_feature_17","time_ref_after","before",-0.00624884161602984,0.00955590917140369,0.516148788432269,"time_ref_afterbefore",0.516148788432269,63,63,"ref_after","physiology_feature_17","Hemoglobin(HGB)"
"physiology_feature_18","time_ref_after","climb",0.324779305679033,0.0564127790653994,3.31813513071082e-07,"time_ref_afterclimb",6.63627026142163e-07,70,69,"ref_after","physiology_feature_18","Indirect Bilirubin(IBIL)"
"physiology_feature_18","time_ref_before","climb",0.268984789017118,0.0914384320227715,0.00465462192403461,"time_ref_beforeclimb",0.00930924384806923,70,69,"ref_before","physiology_feature_18","Indirect Bilirubin(IBIL)"
"physiology_feature_18","time_ref_before","after",-0.0557945166618469,0.0955489227679648,0.561532456000214,"time_ref_beforeafter",0.561532456000214,70,69,"ref_before","physiology_feature_18","Indirect Bilirubin(IBIL)"
"physiology_feature_18","time_ref_after","before",0.0557945166616675,0.0955489227677831,0.561532456000129,"time_ref_afterbefore",0.561532456000129,70,69,"ref_after","physiology_feature_18","Indirect Bilirubin(IBIL)"
"physiology_feature_19","time_ref_before","climb",0.141514214080139,0.0267970734731738,3.54368647761948e-06,"time_ref_beforeclimb",7.08737295523896e-06,56,56,"ref_before","physiology_feature_19","LDH"
"physiology_feature_19","time_ref_before","after",-0.0151967855654537,0.0276434274287653,0.585266442310531,"time_ref_beforeafter",0.585266442310531,56,56,"ref_before","physiology_feature_19","LDH"
"physiology_feature_19","time_ref_after","climb",0.156710999645592,0.0174904572500847,1.50570063158941e-11,"time_ref_afterclimb",3.01140126317883e-11,56,56,"ref_after","physiology_feature_19","LDH"
"physiology_feature_19","time_ref_after","before",0.0151967855654757,0.0276434274287312,0.585266442309728,"time_ref_afterbefore",0.585266442309728,56,56,"ref_after","physiology_feature_19","LDH"
"physiology_feature_2","time_ref_before","after",-0.0383813388110414,0.0203963687122674,0.0648959083578961,"time_ref_beforeafter",0.129791816715792,70,70,"ref_before","physiology_feature_2","Albumin/Globulin Ratio(A/G)"
"physiology_feature_2","time_ref_before","climb",-0.0136327488726992,0.0194774924085611,0.486700495707897,"time_ref_beforeclimb",0.486700495707897,70,70,"ref_before","physiology_feature_2","Albumin/Globulin Ratio(A/G)"
"physiology_feature_2","time_ref_after","climb",0.0247485899383425,0.0120276772941415,0.0440650550846616,"time_ref_afterclimb",0.0648959083577823,70,70,"ref_after","physiology_feature_2","Albumin/Globulin Ratio(A/G)"
"physiology_feature_2","time_ref_after","before",0.0383813388110406,0.0203963687122669,0.0648959083577823,"time_ref_afterbefore",0.0648959083577823,70,70,"ref_after","physiology_feature_2","Albumin/Globulin Ratio(A/G)"
"physiology_feature_20","time_ref_after","climb",-0.0860673496174578,0.0180748609422639,2.08542660860101e-05,"time_ref_afterclimb",4.17085321720202e-05,56,56,"ref_after","physiology_feature_20","LDL-C"
"physiology_feature_20","time_ref_after","before",-0.0210961258815584,0.0285117964631863,0.463293515378351,"time_ref_afterbefore",0.463293515378351,56,56,"ref_after","physiology_feature_20","LDL-C"
"physiology_feature_20","time_ref_before","climb",-0.0649712237359,0.0277292663358383,0.0236565434365975,"time_ref_beforeclimb",0.0473130868731949,56,56,"ref_before","physiology_feature_20","LDL-C"
