"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","comparison_type","original_feature","original_name"
"eye_feature_1","time_ref_after","climb",-0.00304114712814828,0.00315642292099424,0.340708086805826,"time_ref_afterclimb",0.340708086805826,57,57,"ref_after","eye_feature_1","Left Eye Aqueous Depth(AD_L)"
"eye_feature_10","time_ref_after","climb",-0.00138062347295337,0.00318171017592102,0.666408256731861,"time_ref_afterclimb",0.666408256731861,59,59,"ref_after","eye_feature_10","Right Eye Lens Thickness(LT_R)"
"eye_feature_11","time_ref_after","climb",-0.166275009654453,0.0618898368573126,0.00944091472361989,"time_ref_afterclimb",0.00944091472361989,59,59,"ref_after","eye_feature_11","Right Eye Pupil Diameter(PD_R)"
"eye_feature_12","time_ref_after","climb",-0.00165223763068927,0.000788058890782957,0.0416687708617405,"time_ref_afterclimb",0.0416687708617405,59,59,"ref_after","eye_feature_12","Right Eye White to White(WTW_R)"
"eye_feature_2","time_ref_after","climb",-0.000178677488451817,0.000129327185181509,0.173917998071308,"time_ref_afterclimb",0.173917998071308,59,59,"ref_after","eye_feature_2","Left Eye Axial Length(AL_L)"
"eye_feature_3","time_ref_after","climb",0.0192581732983749,0.00275650350407021,1.07557908454022e-08,"time_ref_afterclimb",1.07557908454022e-08,59,59,"ref_after","eye_feature_3","Left Eye Cornea Thickness(CCT_L)"
"eye_feature_4","time_ref_after","climb",-0.000382730844859816,0.00370116267903547,0.918140030850876,"time_ref_afterclimb",0.918140030850876,55,55,"ref_after","eye_feature_4","Left Eye Lens Thickness(LT_L)"
"eye_feature_5","time_ref_after","climb",-0.140650805895157,0.0613257384871968,0.0255266380252476,"time_ref_afterclimb",0.0255266380252476,59,59,"ref_after","eye_feature_5","Left Eye Pupil Diameter(PD_L)"
"eye_feature_6","time_ref_after","climb",-0.00203279587858065,0.00115573843539676,0.085412368100387,"time_ref_afterclimb",0.085412368100387,59,59,"ref_after","eye_feature_6","Left Eye White to White(WTW_L)"
"eye_feature_7","time_ref_after","climb",-0.000165654507614695,0.00340294681745664,0.961390719094667,"time_ref_afterclimb",0.961390719094667,59,59,"ref_after","eye_feature_7","Right Eye Aqueous Depth(AD_R)"
"eye_feature_8","time_ref_after","climb",-2.6227064865192e-05,0.000136482749044851,0.848478311991885,"time_ref_afterclimb",0.848478311991885,59,59,"ref_after","eye_feature_8","Right Eye Axial Length(AL_R)"
"eye_feature_9","time_ref_after","climb",0.0197060111417091,0.00244547079080905,2.84685743632593e-10,"time_ref_afterclimb",2.84685743632593e-10,59,59,"ref_after","eye_feature_9","Right Eye Cornea Thickness(CCT_R)"
