microbiome,Metabolite,phenotype,CV_Spearman_f12,Train_Spearman_f12,Average_Importance_f12,CV_Spearman_f23,Train_Spearman_f23,Average_Importance_f23,group1,group2,group3
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti,10-Hydroxydecanoic acid,Digit_Symbol_True,0.444946857937333,0.882202068052129,0.738531123655607,0.421824583655185,0.941989115679759,0.132386387550572,gut,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti,10-Hydroxydecanoic acid,Crea,0.444946857937333,0.882202068052129,0.738531123655607,0.36984126984127,0.956774428107152,0.133138924556723,gut,Metabolin,physiology
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti,10-Hydroxydecanoic acid,Hemoglobin(HGB),0.444946857937333,0.882202068052129,0.738531123655607,0.329397416821578,0.960997506049428,0.136806407492517,gut,Metabolin,physiology
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus,10-Hydroxydecanoic acid,Digit_Symbol_True,0.444946857937333,0.882202068052129,0.261468876344393,0.421824583655185,0.941989115679759,0.132386387550572,gut,Metabolin,cognitive
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus,10-Hydroxydecanoic acid,Crea,0.444946857937333,0.882202068052129,0.261468876344393,0.36984126984127,0.956774428107152,0.133138924556723,gut,Metabolin,physiology
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus,10-Hydroxydecanoic acid,Hemoglobin(HGB),0.444946857937333,0.882202068052129,0.261468876344393,0.329397416821578,0.960997506049428,0.136806407492517,gut,Metabolin,physiology
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.15033909322445,0.671824583655185,0.9266233357786,0.186654501102494,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.15033909322445,0.421824583655185,0.941989115679759,0.143321877538168,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.15033909322445,0.608253175473055,0.950144763619963,0.329640580976357,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.15033909322445,0.525,0.936018745820227,0.311257785135416,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.15033909322445,0.556034821698214,0.942342151384798,0.327735457669918,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.15033909322445,0.776838587729369,0.963375556883644,0.257248122567379,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.15033909322445,0.55,0.941582337985112,0.364509362528604,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.336897796077911,0.671824583655185,0.9266233357786,0.186654501102494,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Digit_Symbol_True,0.463347763347763,0.928708791208791,0.336897796077911,0.421824583655185,0.941989115679759,0.143321877538168,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Dot_True_1,0.463347763347763,0.928708791208791,0.336897796077911,0.608253175473055,0.950144763619963,0.329640580976357,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Dot_True_2,0.463347763347763,0.928708791208791,0.336897796077911,0.525,0.936018745820227,0.311257785135416,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Dot_count_1,0.463347763347763,0.928708791208791,0.336897796077911,0.556034821698214,0.942342151384798,0.327735457669918,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Dot_count_2,0.463347763347763,0.928708791208791,0.336897796077911,0.776838587729369,0.963375556883644,0.257248122567379,oral,Metabolin,cognitive
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B sp030527935,Hydroxyphenyllactic acid,Pursuit_Aiming_Mean,0.463347763347763,0.928708791208791,0.336897796077911,0.55,0.941582337985112,0.364509362528604,oral,Metabolin,cognitive
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__Catonella massiliensis,Hydroxyphenyllactic acid,Digit_Symbol_Total,0.463347763347763,0.928708791208791,0.116667924926323,0.671824583655185,0.9266233357786,0.186654501102494,oral,Metabolin,cognitive
